id;AfterPenaltyAway;AfterPenaltyHome;Away;Day;DivisionAway;DivisionHome;DivisionPlaceAway;DivisionPlaceDifference;DivisionPlaceHome;FavouriteStatusAway;FavouriteStatusHome;FocusedEvent;GameID;GameNumber;GoalsAway;GoalsHome;Home;Played;PrestigeCupAway;PrestigeCupHome;PrestigePointsBasic;PrestigePointsDivisionBasic;PrestigePointsFocusedEvent;PrestigePointsRivalryAway;PrestigePointsRivalryHome;PrestigePointsTotalAway;PrestigePointsTotalHome;TournamnetRound;RoutinePoints;SignAway;SignHome;TeamMotivationAway;TeamMotivationFavouriteStatusAway;TeamMotivationFavouriteStatusHome;TeamMotivationHome;TeamMotivationPreviousRoundAway;TeamMotivationPreviousRoundHome;TeamMotivationSituationAway;TeamMotivationSituationHome;TeamRankAway;TeamRankDifference;TeamRankDivisionAway;TeamRankDivisionDifference;TeamRankDivisionHome;TeamRankHome;TeamRivalryAway;TeamRivalryHome;TeamRivalryTotal;TeamTacticsAway;TeamTacticsGameValueAway;TeamTacticsGameValueHome;TeamTacticsHome;TeamTacticsValueAway;TeamTacticsValueHome;Tournament;TypeOfGame;Week;Winner;QualificationHome;QualificationAway;SchedulingIdentifyerHome;SchedulingIdentifyerAway
127;;;SVF;22;;;1;4;5;Underdog;Favorite;;127;4;;;HS;0;;;0.0;-0.03;;0.0;0.0;-0.03;-0.03;4;0;;;1.22125;1.08;1.01;1.29875;0.885;1.005;0.19;0.29;56;-19;10;-8;2;37;0.0;0.0;0.0;Balanced;0.5;0.5;Balanced;0.5;0.5;5;Group;4;;;;ScheduleDraw;ScheduleDraw
128;;;NS;22;;;3;-1;2;Normal;Normal;Top Meeting;128;5;;;ELD;0;;;0.0;-0.03;0.01;0.0;0.0;-0.02;-0.02;4;0;;;1.266875;1.03;1.05;1.305625;0.8175;0.9125;0.29;0.29;51;3;7;2;9;54;0.0;0.0;0.0;Balanced;0.5;0.5;Balanced;0.5;0.5;5;Group;4;;;;ScheduleDraw;ScheduleDraw
129;;;SOL;22;;;4;-3;1;Underdog;Favorite;;129;1;;;TW;0;;;0.0;-0.01;;0.0;0.0;-0.01;-0.01;4;0;;;1.328125;1.07;0.99;1.164375;0.9425;0.9275;0.29;0.19;40;-5;7;-2;5;35;0.0;0.0;0.0;Drop back;0.222222222222222;0.397727272727273;Balanced;0.222222222222222;0.397727272727273;4;Group;4;;;;ScheduleDraw;ScheduleDraw
130;;;VP;22;;;3;-1;2;Normal;Normal;Top Meeting;130;2;;;TL;0;;;0.0;-0.01;0.01;0.0434782608695652;0.0434782608695652;0.0434782608695652;0.0434782608695652;4;0;;;1.2925;1.01;1.03;1.33;0.98;1.07;0.29;0.29;29;2;2;2;4;31;0.5;0.5;1.0;Drop back;0.127659574468085;0.484536082474227;Balanced;0.127659574468085;0.484536082474227;4;Group;4;;;;ScheduleDraw;ScheduleDraw
131;;;SV;22;;;9;-2;7;Underdog;Favorite;Relegation battle;131;3;;;SS;0;;;0.0;-0.01;0.03;0.0;0.0;0.02;0.02;4;0;;;1.295625;1.0;0.95;1.291875;1.0225;1.1575;0.29;0.29;57;-27;10;-7;3;30;0.0;0.0;0.0;Balanced;0.5;0.0677966101694915;Drop back;0.5;0.0677966101694915;4;Group;4;;;;ScheduleDraw;ScheduleDraw
132;;;CJ;22;;;8;-3;5;Underdog;Favorite;;132;4;;;CHA;0;;;0.0;-0.01;;0.0;0.0;-0.01;-0.01;4;0;;;1.354375;1.1;0.97;1.229375;0.9575;0.8475;0.29;0.29;48;-9;9;-3;6;39;0.0;0.0;0.0;Balanced;0.5;0.409090909090909;Balanced;0.5;0.409090909090909;4;Group;4;;;;ScheduleDraw;ScheduleDraw
133;;;S;22;;;10;-4;6;Underdog;Favorite;;133;5;;;LOD;0;;;0.0;-0.01;;0.0869565217391304;0.0869565217391304;0.0769565217391304;0.0769565217391304;4;0;;;1.3625;1.07;1.03;1.354375;1.08;1.1675;0.29;0.29;42;-17;8;-7;1;25;1.0;1.0;2.0;Balanced;0.386363636363636;0.484375;Balanced;0.386363636363636;0.484375;4;Group;4;;;;ScheduleDraw;ScheduleDraw
134;;;BK;22;;;7;3;10;Favorite;Underdog;Relegation battle;134;1;;;TBT;0;;;0.0;0.01;0.03;0.0;0.0;0.04;0.04;4;0;;;1.244375;0.93;1.06;1.349375;1.0275;1.0575;0.29;0.29;22;16;5;4;9;38;0.0;0.0;0.0;Balanced;0.656;0.439024390243902;Balanced;0.656;0.439024390243902;3;Group;4;;;;ScheduleDraw;ScheduleDraw
135;;;EAG;22;;;9;-5;4;Underdog;Favorite;;135;2;;;ISF;0;;;0.0;0.01;;0.0;0.0;0.01;0.01;4;0;;;1.3175;1.02;1.0;1.28125;1.05;0.965;0.29;0.29;43;-10;10;-2;8;33;0.0;0.0;0.0;Balanced;0.529411764705882;0.51685393258427;Balanced;0.529411764705882;0.51685393258427;3;Group;4;;;;ScheduleDraw;ScheduleDraw
136;;;KS;22;;;8;-3;5;Normal;Normal;;136;3;;;MS;0;;;0.0;0.01;;0.130434782608696;0.130434782608696;0.140434782608696;0.140434782608696;4;0;;;1.34;1.05;1.02;1.301875;1.05;0.9875;0.29;0.29;20;6;3;3;6;26;1.5;1.5;3.0;Balanced;0.346153846153846;0.533333333333333;Balanced;0.346153846153846;0.533333333333333;3;Group;4;;;;ScheduleDraw;ScheduleDraw
137;;;TH;22;;;1;5;6;Favorite;Underdog;;137;4;;;SST;0;;;0.0;0.01;;0.0;0.0;0.01;0.01;4;0;;;1.11;0.91;1.09;1.370625;0.95;1.0525;0.19;0.29;11;7;1;1;2;18;0.0;0.0;0.0;Drop back;0.2;0.666666666666667;Balanced;0.2;0.666666666666667;3;Group;4;;;;ScheduleDraw;ScheduleDraw
138;;;DO;22;;;2;1;3;Normal;Normal;Top Meeting;138;5;;;TA;0;;;0.0;0.01;0.01;0.130434782608696;0.130434782608696;0.150434782608696;0.150434782608696;4;0;;;1.239375;0.95;1.0;1.29125;0.9475;1.005;0.29;0.29;28;-7;7;-3;4;21;1.5;1.5;3.0;Drop back;0.178571428571429;0.269230769230769;Drop back;0.178571428571429;0.269230769230769;3;Group;4;;;;ScheduleDraw;ScheduleDraw
139;;;LION;22;;;4;-1;3;Underdog;Favorite;Even Oppenents;139;1;;;ÖD;0;;;0.0;0.03;0.05;0.0;0.0;0.08;0.08;4;0;;;1.3225;1.06;0.95;1.245;0.95;0.97;0.29;0.29;24;-21;9;-8;1;3;0.0;0.0;0.0;Balanced;0.5;0.551282051282051;Balanced;0.5;0.551282051282051;2;Group;4;;;;ScheduleDraw;ScheduleDraw
140;;;TWL;22;;;10;-3;7;Normal;Normal;Relegation battle;140;2;;;HÖ;0;;;0.0;0.03;0.03;0.0;0.0;0.06;0.06;4;0;;;1.2925;0.98;1.02;1.33;1.07;1.1;0.29;0.29;14;18;6;4;10;32;0.0;0.0;0.0;Drop back;0.235294117647059;0.436781609195402;Balanced;0.235294117647059;0.436781609195402;2;Group;4;;;;ScheduleDraw;ScheduleDraw
141;;;VIK;22;;;6;2;8;Favorite;Underdog;;141;3;;;PA;0;;;0.0;0.03;;0.173913043478261;0.173913043478261;0.203913043478261;0.203913043478261;4;0;;;1.226875;0.92;0.98;1.276875;0.9875;1.0075;0.29;0.29;10;7;4;4;8;17;2.0;2.0;4.0;Drop back;0.25;0.583333333333333;Balanced;0.25;0.583333333333333;2;Group;4;;;;ScheduleDraw;ScheduleDraw
142;;;SFÅ;22;;;9;-8;1;Underdog;Favorite;;142;4;;;TG;0;;;0.0;0.03;;0.0869565217391304;0.0869565217391304;0.11695652173913;0.11695652173913;4;0;;;1.4175;1.1;0.97;1.1625;1.21;0.98;0.29;0.19;8;-3;3;-1;2;5;1.0;1.0;2.0;Drop back;0.196428571428571;0.321428571428571;Balanced;0.196428571428571;0.321428571428571;2;Group;4;;;;ScheduleDraw;ScheduleDraw
143;;;LEO;22;;;5;-3;2;Normal;Normal;;143;5;;;SSL;0;;;0.0;0.03;;0.0869565217391304;0.0869565217391304;0.11695652173913;0.11695652173913;4;0;;;1.26875;0.98;0.96;1.21375;0.975;0.815;0.29;0.29;12;4;5;2;7;16;1.0;1.0;2.0;Balanced;0.678571428571429;0.764705882352941;Push up;0.678571428571429;0.764705882352941;2;Group;4;;;;ScheduleDraw;ScheduleDraw
144;;;ZB;22;;;5;-3;2;Underdog;Favorite;;144;1;;;KÄ;0;;;0.0;0.05;;0.130434782608696;0.130434782608696;0.180434782608696;0.180434782608696;4;0;;;1.314375;1.04;0.99;1.285;0.9775;1.01;0.29;0.29;13;-12;7;-6;1;1;1.5;1.5;3.0;Balanced;0.595238095238095;0.410958904109589;Balanced;0.595238095238095;0.410958904109589;1;Group;4;;;;ScheduleDraw;ScheduleDraw
145;;;PBV;22;;;10;-2;8;Underdog;Favorite;Relegation battle;145;2;;;DBL;0;;;0.0;0.05;0.03;0.956521739130435;0.956521739130435;1.03652173913043;1.03652173913043;4;0;;;1.28125;0.98;0.9;1.239375;1.025;1.0975;0.29;0.29;19;-17;9;-7;2;2;11.0;11.0;22.0;Balanced;0.413793103448276;0.1;Drop back;0.413793103448276;0.1;1;Group;4;;;;ScheduleDraw;ScheduleDraw
146;;;SSM;22;;;7;-4;3;Underdog;Favorite;;146;3;;;SF;0;;;0.0;0.05;;0.0434782608695652;0.0434782608695652;0.0934782608695652;0.0934782608695652;4;0;;;1.345;1.08;0.99;1.281875;0.98;0.9975;0.29;0.29;15;-8;8;-3;5;7;0.5;0.5;1.0;Balanced;0.369565217391304;0.5;Balanced;0.369565217391304;0.5;1;Group;4;;;;ScheduleDraw;ScheduleDraw
147;;;SFA;22;;;4;2;6;Normal;Normal;;147;4;;;SL;0;;;0.0;0.05;;0.0434782608695652;0.0434782608695652;0.0934782608695652;0.0934782608695652;4;0;;;1.270625;0.98;1.03;1.30625;0.9825;0.975;0.29;0.29;4;2;3;1;4;6;0.5;0.5;1.0;Balanced;0.591836734693878;0.531645569620253;Balanced;0.591836734693878;0.531645569620253;1;Group;4;;;;ScheduleDraw;ScheduleDraw
148;;;PF;22;;;1;8;9;Big favorite;Big underdog;;148;5;;;FF;0;;;0.0;0.05;;0.0434782608695652;0.0434782608695652;0.0934782608695652;0.0934782608695652;4;0;;;1.04;0.82;1.0;1.286875;0.94;0.9875;0.19;0.29;9;14;6;4;10;23;0.5;0.5;1.0;Balanced;0.571428571428571;0.225806451612903;Drop back;0.571428571428571;0.225806451612903;1;Group;4;;;;ScheduleDraw;ScheduleDraw
149;;;;25;;Div 1;7;-5;2;;;;149;1;;;KÄ;0;0.16;-0.16;0.1;;;0.0;0.0;0.26;-0.06;Round of 32;1;;;1.01125;1.01;1.02;1.0175;1.015;1.01;0.0;0.0;46;-45;3;-2;1;1;0.0;0.0;0.0;Balanced;0.5;0.410958904109589;Balanced;0.5;0.410958904109589;Cup;Playoff;4;;A1;61;Seeding;GameWinner
150;;;;25;;;4;4;8;;;;150;2;;;;0;0.01;-0.01;0.1;;;0.0;0.0;0.11;0.09;Round of 32;1;;;1.023125;1.05;1.0;1.0125;0.9425;1.05;0.0;0.0;40;-20;7;-4;3;20;0.0;0.0;0.0;Drop back;0.222222222222222;0.346153846153846;Balanced;0.222222222222222;0.346153846153846;Cup;Playoff;4;;62;63;GameWinner;GameWinner
151;;;;25;;;2;7;9;;;;151;3;;;;0;0.04;-0.04;0.1;;;0.0434782608695652;0.0434782608695652;0.183478260869565;0.103478260869565;Round of 32;1;;;1.0475;1.04;1.05;1.034375;1.07;0.9875;0.0;0.0;31;-8;4;6;10;23;0.5;0.5;1.0;Balanced;0.484536082474227;0.225806451612903;Drop back;0.484536082474227;0.225806451612903;Cup;Playoff;4;;64;65;GameWinner;GameWinner
152;;;;25;;;1;5;6;;;;152;4;;;;0;-0.04;0.04;0.1;;;0.0;0.0;0.06;0.14;Round of 32;1;;;0.89;0.86;1.02;1.01;0.98;0.98;0.0;0.0;5;36;2;1;3;41;0.0;0.0;0.0;Balanced;0.321428571428571;0.5;Balanced;0.321428571428571;0.5;Cup;Playoff;4;;66;67;GameWinner;GameWinner
153;;;;25;;Div 1;3;5;8;;;;153;5;;;DBL;0;0.16;-0.16;0.1;;;0.0;0.0;0.26;-0.06;Round of 32;1;;;1.0325;1.03;0.99;1.016875;1.04;1.0975;0.0;0.0;34;-32;1;1;2;2;0.0;0.0;0.0;Balanced;0.5;0.1;Drop back;0.5;0.1;Cup;Playoff;4;;A2;68;Seeding;GameWinner
154;;;;25;;;;8;8;;;;154;6;;;;0;;;0.1;;;0.0;0.0;;;Round of 32;1;;;;;;;;0.9575;0.0;0.0;;;;;9;48;;;;;;0.5;Balanced;;0.5;Cup;Playoff;4;;69;70;GameWinner;GameWinner
155;;;;25;;;;;;;;;155;7;;;;0;;;;;;;;;;Round of 32;;;;;;;;;;;;;;;;;;;;;;;;;;;Cup;Playoff;4;;71;72;GameWinner;GameWinner
156;;;;25;;;;;;;;;156;8;;;;0;;;;;;;;;;Round of 32;;;;;;;;;;;;;;;;;;;;;;;;;;;Cup;Playoff;4;;73;74;GameWinner;GameWinner
157;;;;25;;Div 1;;3;3;;;;157;9;;;SF;0;;;0.1;;;0.0;0.0;;;Round of 32;1;;;;;;;;0.9975;0.0;0.0;;;;;5;7;;;;;;0.5;Balanced;;0.5;Cup;Playoff;4;;A3;75;Seeding;GameWinner
158;;;;25;;;;;;;;;158;10;;;;0;;;;;;;;;;Round of 32;;;;;;;;;;;;;;;;;;;;;;;;;;;Cup;Playoff;4;;76;77;GameWinner;GameWinner
159;;;;25;;;;;;;;;159;11;;;;0;;;;;;;;;;Round of 32;;;;;;;;;;;;;;;;;;;;;;;;;;;Cup;Playoff;4;;78;79;GameWinner;GameWinner
160;;;;25;;;;;;;;;160;12;;;;0;;;;;;;;;;Round of 32;;;;;;;;;;;;;;;;;;;;;;;;;;;Cup;Playoff;4;;80;81;GameWinner;GameWinner
161;;;;25;;Div 1;;5;5;;;;161;13;;;ZB;0;;;0.1;;;0.0;0.0;;;Round of 32;1;;;;;;;;0.9775;0.0;0.0;;;;;7;13;;;;;;0.595238095238095;Balanced;;0.595238095238095;Cup;Playoff;4;;A4;82;Seeding;GameWinner
162;;;;25;;;;;;;;;162;14;;;;0;;;;;;;;;;Round of 32;;;;;;;;;;;;;;;;;;;;;;;;;;;Cup;Playoff;4;;83;84;GameWinner;GameWinner
163;;;;25;;;;;;;;;163;15;;;;0;;;;;;;;;;Round of 32;;;;;;;;;;;;;;;;;;;;;;;;;;;Cup;Playoff;4;;85;86;GameWinner;GameWinner
164;;;;25;;;;;;;;;164;16;;;;0;;;;;;;;;;Round of 32;;;;;;;;;;;;;;;;;;;;;;;;;;;Cup;Playoff;4;;87;88;GameWinner;GameWinner
165;;;ÖR;29;;;10;-2;8;Normal;Normal;Relegation battle;165;1;;;MÖS;0;;;0.0;-0.05;0.03;0.0;0.0;-0.02;-0.02;5;0;;;1.22625;1.03;0.99;1.168125;1.055;0.9425;0.19;0.19;59;1;9;1;10;60;0.0;0.0;0.0;Balanced;0.5;0.5;Balanced;0.5;0.5;6;Group;5;;;;ScheduleDraw;ScheduleDraw
166;;;SOS;29;;;4;2;6;Favorite;Underdog;;166;2;;;GC;0;;;0.0;-0.05;;0.0;0.0;-0.05;-0.05;5;0;;;1.151875;0.94;1.1;1.271875;1.0275;1.0275;0.19;0.19;47;8;4;3;7;55;0.0;0.0;0.0;Balanced;0.5;0.5;Balanced;0.5;0.5;6;Group;5;;;;ScheduleDraw;ScheduleDraw
167;;;KU;29;;;7;2;9;Favorite;Underdog;Relegation battle;167;3;;;BM;0;;;0.0;-0.05;0.03;0.0;0.0;-0.02;-0.02;5;0;;;1.19375;1.0;1.0;1.19;1.015;1.0;0.19;0.19;46;12;3;5;8;58;0.0;0.0;0.0;Balanced;0.5;0.5;Balanced;0.5;0.5;6;Group;5;;;;ScheduleDraw;ScheduleDraw
168;;;ARK;29;;;1;1;2;Favorite;Underdog;Top Meeting;168;4;;;CN;0;;;0.0;-0.05;0.01;0.0;0.0;-0.04;-0.04;5;0;;;1.005625;0.9;1.07;1.23625;0.9625;0.975;0.09;0.19;36;16;2;4;6;52;0.0;0.0;0.0;Balanced;0.5;0.5;Balanced;0.5;0.5;6;Group;5;;;;ScheduleDraw;ScheduleDraw
169;;;GE;29;;;5;-2;3;Underdog;Favorite;;169;5;;;BI;0;;;0.0;-0.05;;0.0;0.0;-0.05;-0.05;5;0;;;1.268125;1.1;0.98;1.185;1.0125;1.04;0.19;0.19;50;-16;5;-4;1;34;0.0;0.0;0.0;Balanced;0.5;0.5;Balanced;0.5;0.5;6;Group;5;;;;ScheduleDraw;ScheduleDraw
170;;;ELD;29;;;2;6;8;Normal;Normal;;170;1;;;TD;0;;;0.0;-0.03;;0.0;0.0;-0.03;-0.03;5;0;;;1.298125;1.04;1.04;1.36625;0.9125;1.185;0.29;0.29;54;-27;9;-8;1;27;0.0;0.0;0.0;Balanced;0.5;0.0166666666666667;Drop back;0.5;0.0166666666666667;5;Group;5;;;;ScheduleDraw;ScheduleDraw
171;;;HS;29;;;5;5;10;Favorite;Underdog;;171;2;;;KN;0;;;0.0;-0.03;;0.0;0.0;-0.03;-0.03;5;0;;;1.23125;0.92;1.04;1.34125;1.005;1.085;0.29;0.29;37;16;2;6;8;53;0.0;0.0;0.0;Balanced;0.5;0.491071428571428;Balanced;0.5;0.491071428571428;5;Group;5;;;;ScheduleDraw;ScheduleDraw
172;;;NS;29;;;3;6;9;Normal;Normal;;172;3;;;SFI;0;;;0.0;-0.03;;0.0;0.0;-0.03;-0.03;5;0;;;1.214375;0.96;0.97;1.3075;0.8175;1.16;0.29;0.29;51;-7;7;-3;4;44;0.0;0.0;0.0;Balanced;0.5;0.5;Balanced;0.5;0.5;5;Group;5;;;;ScheduleDraw;ScheduleDraw
173;;;COB;29;;;4;-3;1;Normal;Normal;;173;4;;;SVF;0;;;0.0;-0.03;;0.0;0.0;-0.03;-0.03;5;0;;;1.32125;1.05;1.0;1.16125;0.975;0.885;0.29;0.19;45;11;5;5;10;56;0.0;0.0;0.0;Balanced;0.5;0.5;Balanced;0.5;0.5;5;Group;5;;;;ScheduleDraw;ScheduleDraw
174;;;HH;29;;;6;1;7;Favorite;Underdog;Even Oppenents;174;5;;;AF;0;;;0.0;-0.03;0.05;0.0;0.0;0.02;0.02;5;0;;;1.3075;1.03;1.09;1.36;0.98;1.01;0.29;0.29;41;8;3;3;6;49;0.0;0.0;0.0;Balanced;0.5;0.5;Balanced;0.5;0.5;5;Group;5;;;;ScheduleDraw;ScheduleDraw
175;;;LOD;29;;;6;-5;1;Normal;Normal;;175;1;;;TW;0;;;0.0;-0.01;;0.0;0.0;-0.01;-0.01;5;0;;;1.316875;0.98;0.98;1.156875;1.1675;0.9275;0.29;0.19;25;10;1;4;5;35;0.0;0.0;0.0;Balanced;0.484375;0.397727272727273;Balanced;0.484375;0.397727272727273;4;Group;5;;;;ScheduleDraw;ScheduleDraw
176;;;CHA;29;;;5;-3;2;Underdog;Favorite;;176;2;;;TL;0;;;0.0;-0.01;;0.0;0.0;-0.01;-0.01;5;0;;;1.266875;1.02;0.94;1.2625;0.8475;1.07;0.29;0.29;39;-8;6;-2;4;31;0.0;0.0;0.0;Balanced;0.409090909090909;0.484536082474227;Balanced;0.409090909090909;0.484536082474227;4;Group;5;;;;ScheduleDraw;ScheduleDraw
177;;;VP;29;;;3;4;7;Favorite;Underdog;;177;3;;;SS;0;;;0.0;-0.01;;0.0434782608695652;0.0434782608695652;0.0334782608695652;0.0334782608695652;5;0;;;1.285;1.0;1.02;1.344375;0.98;1.1575;0.29;0.29;29;1;2;1;3;30;0.5;0.5;1.0;Drop back;0.127659574468085;0.0677966101694915;Drop back;0.127659574468085;0.0677966101694915;4;Group;5;;;;ScheduleDraw;ScheduleDraw
178;;;CJ;29;;;8;-4;4;Underdog;Favorite;;178;4;;;SOL;0;;;0.0;-0.01;;0.0;0.0;-0.01;-0.01;5;0;;;1.271875;0.99;0.93;1.223125;0.9575;0.9425;0.29;0.29;48;-8;9;-2;7;40;0.0;0.0;0.0;Balanced;0.5;0.222222222222222;Drop back;0.5;0.222222222222222;4;Group;5;;;;ScheduleDraw;ScheduleDraw
179;;;SV;29;;;9;1;10;Normal;Normal;Relegation battle;179;5;;;S;0;;;0.0;-0.01;0.03;0.0;0.0;0.02;0.02;5;0;;;1.288125;0.99;0.98;1.295;1.0225;1.08;0.29;0.29;57;-15;10;-2;8;42;0.0;0.0;0.0;Balanced;0.5;0.386363636363636;Balanced;0.5;0.386363636363636;4;Group;5;;;;ScheduleDraw;ScheduleDraw
180;;;TA;29;;;3;7;10;Big favorite;Big underdog;;180;1;;;TBT;0;;;0.0;0.01;;0.0;0.0;0.01;0.01;5;0;;;1.20125;0.88;1.08;1.364375;1.005;1.0575;0.29;0.29;21;17;4;5;9;38;0.0;0.0;0.0;Drop back;0.269230769230769;0.439024390243902;Balanced;0.269230769230769;0.439024390243902;3;Group;5;;;;ScheduleDraw;ScheduleDraw
181;;;KS;29;;;8;-4;4;Normal;Normal;;181;2;;;ISF;0;;;0.0;0.01;;0.0;0.0;0.01;0.01;5;0;;;1.265;0.95;1.03;1.30375;1.05;0.965;0.29;0.29;20;13;3;5;8;33;0.0;0.0;0.0;Balanced;0.346153846153846;0.51685393258427;Balanced;0.346153846153846;0.51685393258427;3;Group;5;;;;ScheduleDraw;ScheduleDraw
182;;;BK;29;;;7;-2;5;Normal;Normal;;182;3;;;MS;0;;;0.0;0.01;;0.0869565217391304;0.0869565217391304;0.0969565217391304;0.0969565217391304;5;0;;;1.281875;0.98;1.02;1.301875;1.0275;0.9875;0.29;0.29;22;4;5;1;6;26;1.0;1.0;2.0;Balanced;0.656;0.533333333333333;Balanced;0.656;0.533333333333333;3;Group;5;;;;ScheduleDraw;ScheduleDraw
183;;;EAG;29;;;9;-3;6;Underdog;Favorite;;183;4;;;SST;0;;;0.0;0.01;;0.0869565217391304;0.0869565217391304;0.0969565217391304;0.0969565217391304;5;0;;;1.295;0.99;0.96;1.273125;1.05;1.0525;0.29;0.29;43;-25;10;-8;2;18;1.0;1.0;2.0;Balanced;0.529411764705882;0.666666666666667;Balanced;0.529411764705882;0.666666666666667;3;Group;5;;;;ScheduleDraw;ScheduleDraw
184;;;DO;29;;;2;-1;1;Underdog;Favorite;Top Meeting;184;5;;;TH;0;;;0.0;0.01;0.01;0.130434782608696;0.130434782608696;0.150434782608696;0.150434782608696;5;0;;;1.306875;1.04;0.9;1.1025;0.9475;0.95;0.29;0.19;28;-17;7;-6;1;11;1.5;1.5;3.0;Drop back;0.178571428571429;0.2;Drop back;0.178571428571429;0.2;3;Group;5;;;;ScheduleDraw;ScheduleDraw
185;;;VIK;29;;;6;-3;3;Underdog;Favorite;;185;1;;;ÖD;0;;;0.0;0.03;;0.0;0.0;0.03;0.03;5;0;;;1.346875;1.08;0.97;1.26;0.9875;0.97;0.29;0.29;10;-7;4;-3;1;3;0.0;0.0;0.0;Drop back;0.25;0.551282051282051;Balanced;0.25;0.551282051282051;2;Group;5;;;;ScheduleDraw;ScheduleDraw
186;;;TG;29;;;1;6;7;Big favorite;Big underdog;;186;2;;;HÖ;0;;;0.0;0.03;;0.0434782608695652;0.0434782608695652;0.0734782608695652;0.0734782608695652;5;0;;;1.1325;0.93;1.09;1.3825;0.98;1.1;0.19;0.29;5;27;2;8;10;32;0.5;0.5;1.0;Balanced;0.321428571428571;0.436781609195402;Balanced;0.321428571428571;0.436781609195402;2;Group;5;;;;ScheduleDraw;ScheduleDraw
187;;;LION;29;;;4;4;8;Normal;Normal;;187;3;;;PA;0;;;0.0;0.03;;0.0869565217391304;0.0869565217391304;0.11695652173913;0.11695652173913;5;0;;;1.3;1.03;1.0;1.291875;0.95;1.0075;0.29;0.29;24;-7;9;-1;8;17;1.0;1.0;2.0;Balanced;0.5;0.583333333333333;Balanced;0.5;0.583333333333333;2;Group;5;;;;ScheduleDraw;ScheduleDraw
188;;;LEO;29;;;5;4;9;Normal;Normal;;188;4;;;SFÅ;0;;;0.0;0.03;;0.0;0.0;0.03;0.03;5;0;;;1.28375;1.0;0.95;1.305;0.975;1.21;0.29;0.29;12;-4;5;-2;3;8;0.0;0.0;0.0;Balanced;0.678571428571429;0.196428571428571;Drop back;0.678571428571429;0.196428571428571;2;Group;5;;;;ScheduleDraw;ScheduleDraw
189;;;SSL;29;;;2;8;10;Favorite;Underdog;;189;5;;;TWL;0;;;0.0;0.03;;0.0;0.0;0.03;0.03;5;0;;;1.21375;0.96;1.03;1.33;0.815;1.07;0.29;0.29;16;-2;7;-1;6;14;0.0;0.0;0.0;Push up;0.764705882352941;0.235294117647059;Drop back;0.764705882352941;0.235294117647059;2;Group;5;;;;ScheduleDraw;ScheduleDraw
190;;;SSM;29;;;7;-5;2;Big underdog;Big favorite;;190;1;;;KÄ;0;;;0.0;0.05;;0.0869565217391304;0.0869565217391304;0.13695652173913;0.13695652173913;5;0;;;1.285;1.0;1.0;1.2925;0.98;1.01;0.29;0.29;15;-14;8;-7;1;1;1.0;1.0;2.0;Balanced;0.369565217391304;0.410958904109589;Balanced;0.369565217391304;0.410958904109589;1;Group;5;;;;ScheduleDraw;ScheduleDraw
191;;;SFA;29;;;4;4;8;Normal;Normal;;191;2;;;DBL;0;;;0.0;0.05;;0.0;0.0;0.05;0.05;5;0;;;1.315625;1.04;0.99;1.306875;0.9825;1.0975;0.29;0.29;4;-2;3;-1;2;2;0.0;0.0;0.0;Balanced;0.591836734693878;0.1;Drop back;0.591836734693878;0.1;1;Group;5;;;;ScheduleDraw;ScheduleDraw
192;;;PBV;29;;;10;-7;3;Underdog;Favorite;;192;3;;;SF;0;;;0.0;0.05;;0.0869565217391304;0.0869565217391304;0.13695652173913;0.13695652173913;5;0;;;1.35625;1.08;1.02;1.304375;1.025;0.9975;0.29;0.29;19;-12;9;-4;5;7;1.0;1.0;2.0;Balanced;0.413793103448276;0.5;Balanced;0.413793103448276;0.5;1;Group;5;;;;ScheduleDraw;ScheduleDraw
193;;;FF;29;;;9;-4;5;Underdog;Favorite;;193;4;;;ZB;0;;;0.0;0.05;;0.0434782608695652;0.0434782608695652;0.0934782608695652;0.0934782608695652;5;0;;;1.346875;1.08;0.92;1.224375;0.9875;0.9775;0.29;0.29;23;-10;10;-3;7;13;0.5;0.5;1.0;Drop back;0.225806451612903;0.595238095238095;Balanced;0.225806451612903;0.595238095238095;1;Group;5;;;;ScheduleDraw;ScheduleDraw
194;;;PF;29;;;1;5;6;Normal;Normal;;194;5;;;SL;0;;;0.0;0.05;;0.478260869565217;0.478260869565217;0.528260869565217;0.528260869565217;5;0;;;1.145;0.96;1.0;1.28375;0.94;0.975;0.19;0.29;9;-3;6;-2;4;6;5.5;5.5;11.0;Balanced;0.571428571428571;0.531645569620253;Balanced;0.571428571428571;0.531645569620253;1;Group;5;;;;ScheduleDraw;ScheduleDraw
195;;;ÖR;29;;;10;-2;8;Normal;Normal;Relegation battle;195;1;;;MÖS;0;;;0.0;-0.05;0.03;0.0;0.0;-0.02;-0.02;5;0;;;1.21875;1.02;0.95;1.138125;1.055;0.9425;0.19;0.19;59;1;9;1;10;60;0.0;0.0;0.0;Balanced;0.5;0.5;Balanced;0.5;0.5;6;Group;5;;;;ScheduleDraw;ScheduleDraw
196;;;SOS;29;;;4;2;6;Favorite;Underdog;;196;2;;;GC;0;;;0.0;-0.05;;0.0;0.0;-0.05;-0.05;5;0;;;1.121875;0.9;1.08;1.256875;1.0275;1.0275;0.19;0.19;47;8;4;3;7;55;0.0;0.0;0.0;Balanced;0.5;0.5;Balanced;0.5;0.5;6;Group;5;;;;ScheduleDraw;ScheduleDraw
